imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,beta_1j.latent,empower[team],lmx[team],lmx.mean[team]
1,43,8,999,0,26.0719,8,999,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,44,8,0,0,26,12,5,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,45,8,0,1,25,5,5,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,46,8,999,1,27.0322,9,999,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,47,8,0,1,29,5,3,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,48,8,0,0,27,8.7524,4,16,3.5000,0.8555,0.3825,-0.8202,8.6119
1,49,9,0,0,27,7,5,23,4,1.0652,-0.6732,0.4916,10.8700
1,50,9,0,0,28,9,5,23,4,1.0652,-0.6732,0.4916,10.8700
1,51,9,0,0,26,7,4,23,4,1.0652,-0.6732,0.4916,10.8700
1,52,9,0,1,29,12,4,23,4,1.0652,-0.6732,0.4916,10.8700
1,53,9,1,1,28,10,4,23,4,1.0652,-0.6732,0.4916,10.8700
1,54,9,0,0,25,14.3168,5,23,4,1.0652,-0.6732,0.4916,10.8700
1,55,10,1,1,33,8,4,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,56,10,1,0,27,9,3,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,57,10,0,1,29,6,4,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,58,10,0,1,36,14,4,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,59,10,0,0,24,7.3247,4,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,60,10,0,1,22,5,3,24,6.5000,0.5273,0.7295,-0.8929,10.5412
1,61,11,1,0,28,8,3,15,5,0.7284,0.0843,-1.7441,9.6562
1,62,11,0,1,26,7,6,15,5,0.7284,0.0843,-1.7441,9.6562
1,63,11,0,0,30,11,4,15,5,0.7284,0.0843,-1.7441,9.6562
1,64,11,0,1,28,8,4,15,5,0.7284,0.0843,-1.7441,9.6562
1,65,11,0,1,28,8,3,15,5,0.7284,0.0843,-1.7441,9.6562
1,66,11,1,0,25,5,3,15,5,0.7284,0.0843,-1.7441,9.6562
1,67,12,0,1,36,10,5,18,6,0.0376,0.4074,-0.9737,10.2265
1,68,12,0,1,32,8.5091,3,18,6,0.0376,0.4074,-0.9737,10.2265
1,69,12,0,0,30,11,4,18,6,0.0376,0.4074,-0.9737,10.2265
1,70,12,0,0,30,12,7,18,6,0.0376,0.4074,-0.9737,10.2265
1,71,12,1,0,34,9,3,18,6,0.0376,0.4074,-0.9737,10.2265
1,72,12,999,1,31.6395,7,999,18,6,0.0376,0.4074,-0.9737,10.2265
1,73,13,0,1,24,5,5,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,74,13,0,1,23,2,4,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,75,13,0,0,25,10,4,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,76,13,1,0,27,11,4,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,77,13,1,1,24,6,3,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,78,13,999,1,29.0054,8,999,19,4.5000,1.2948,-0.5237,-1.3620,9.3978
1,79,14,1,1,24,3,2,20,5,1.0213,-0.7391,-1.2916,8.3935
1,80,14,0,1,30,10.3399,3,20,5,1.0213,-0.7391,-1.2916,8.3935
1,81,14,1,0,22,7,2,20,5,1.0213,-0.7391,-1.2916,8.3935
1,82,14,1,0,27,8,4,20,5,1.0213,-0.7391,-1.2916,8.3935
1,83,14,0,0,38,10,4,20,5,1.0213,-0.7391,-1.2916,8.3935
1,84,14,1,1,30,4,4,20,5,1.0213,-0.7391,-1.2916,8.3935
1,85,15,0,1,34,9,3,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,86,15,0,1,24,13,5,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,87,15,1,1,21,5,3,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,88,15,0,1,33,12,3,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,89,15,0,1,35,10,5,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,90,15,1,1,23,6.3976,1,15,4.5000,1.0121,-0.2089,-0.6371,9.4776
1,91,16,0,1,28,9,5,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,92,16,999,1,23.6682,9,999,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,93,16,1,0,24,4,3,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,94,16,0,1,34,12,5,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,95,16,0,0,34,8,5,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,96,16,1,0,32.6682,12,6,24,4.5000,0.5182,0.6733,0.2496,9.6232
1,97,17,1,0,29,4,3,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,98,17,999,0,35.6107,11,999,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,99,17,0,0,26,10,5,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,100,17,0,1,33,10,4,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,101,17,1,1,29,11.1589,4,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,102,17,0,0,26.2012,12,6,15,5.5000,0.2582,0.2100,-0.4670,9.0579
1,103,18,0,1,27.7088,10,1,16,4,1.6251,0.0206,1.3303,10.0319
1,104,18,1,0,22,10,4,16,4,1.6251,0.0206,1.3303,10.0319
1,105,18,0,1,28,9,3,16,4,1.6251,0.0206,1.3303,10.0319
1,106,18,1,1,32,13,4,16,4,1.6251,0.0206,1.3303,10.0319
1,107,18,0,0,27,10,2,16,4,1.6251,0.0206,1.3303,10.0319
1,108,18,999,1,33.4091,17,999,16,4,1.6251,0.0206,1.3303,10.0319
1,109,19,0,0,28,8,5,22,5,0.7072,0.4381,-0.4365,9.3718
1,110,19,0,0,33,13,4,22,5,0.7072,0.4381,-0.4365,9.3718
1,111,19,0,1,24.6640,9,4,22,5,0.7072,0.4381,-0.4365,9.3718
1,112,19,0,0,26,4,7,22,5,0.7072,0.4381,-0.4365,9.3718
1,113,19,0,1,33,12.8989,3,22,5,0.7072,0.4381,-0.4365,9.3718
1,114,19,0,0,29.3030,11,4,22,5,0.7072,0.4381,-0.4365,9.3718
1,115,20,0,0,23,9,3,14,3,0.8104,0.0423,-0.7401,10.5785
1,116,20,1,0,22,6,4,14,3,0.8104,0.0423,-0.7401,10.5785
1,117,20,0,0,29,12,4,14,3,0.8104,0.0423,-0.7401,10.5785
1,118,20,0,0,26,15,4,14,3,0.8104,0.0423,-0.7401,10.5785
1,119,20,1,0,29,10,3,14,3,0.8104,0.0423,-0.7401,10.5785
1,120,20,0,0,24,9,4,14,3,0.8104,0.0423,-0.7401,10.5785
1,121,21,0,1,25,7,3,19,5,1.4370,0.1744,-0.1943,9.3216
1,122,21,1,0,37.3032,17,4,19,5,1.4370,0.1744,-0.1943,9.3216
1,123,21,1,0,17,5,2,19,5,1.4370,0.1744,-0.1943,9.3216
1,124,21,0,0,35,9.7635,5,19,5,1.4370,0.1744,-0.1943,9.3216
1,125,21,0,0,26,9,5,19,5,1.4370,0.1744,-0.1943,9.3216
1,126,21,0,1,37,10,3,19,5,1.4370,0.1744,-0.1943,9.3216
1,127,22,0,1,39,10,5,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,128,22,0,1,31,7,4,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,129,22,0,1,32,6,3,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,130,22,0,1,33,9,6,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,131,22,0,0,32,5,3,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,132,22,0,1,31,4.3648,3,28.1491,7,0.2147,0.2235,-1.3896,7.8461
1,133,23,0,1,28,11,4,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,134,23,0,0,22,10,4,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,135,23,999,0,21.8381,14,999,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,136,23,0,1,33,11,5,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,137,23,0,1,30,9,4,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,138,23,0,1,42.5970,13,6,24,6.0805,0.2810,-0.1964,0.3160,9.9563
1,139,24,0,0,28,10,3,19,8,1.3094,-0.4877,1.0687,9.7596
1,140,24,0,1,36,14,4,19,8,1.3094,-0.4877,1.0687,9.7596
1,141,24,1,0,27,11.9928,3,19,8,1.3094,-0.4877,1.0687,9.7596
1,142,24,0,0,26,11,2,19,8,1.3094,-0.4877,1.0687,9.7596
1,143,24,0,0,24,9,1,19,8,1.3094,-0.4877,1.0687,9.7596
1,144,24,0,1,38.6557,13,4,19,8,1.3094,-0.4877,1.0687,9.7596
1,145,25,999,1,28.8871,10,999,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,146,25,1,0,26,8,1,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,147,25,0,0,34,6,4,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,148,25,1,0,26,6,2,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,149,25,999,1,28.8601,10,999,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,150,25,0,0,28,10.6883,4,18.8741,7,0.6278,-0.3249,-0.4815,8.3769
1,151,26,0,1,29,9,4,22,5,0.3682,-0.1369,0.5427,9.0638
1,152,26,0,0,28.7956,12,4,22,5,0.3682,-0.1369,0.5427,9.0638
1,153,26,1,0,23,10,3,22,5,0.3682,-0.1369,0.5427,9.0638
1,154,26,0,0,22,9,5,22,5,0.3682,-0.1369,0.5427,9.0638
1,155,26,0,1,31,7,3,22,5,0.3682,-0.1369,0.5427,9.0638
1,156,26,0,1,26,10,4,22,5,0.3682,-0.1369,0.5427,9.0638
1,157,27,1,1,34,14.1236,3,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,158,27,0,1,32,12,4,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,159,27,0,1,30.6223,13,6,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,160,27,1,1,29,7,5,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,161,27,0,0,20,4,5,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,162,27,0,0,29,12,5,21,4.5000,1.0347,-0.3099,0.1021,9.3203
1,163,28,1,1,25,3,5,26,6,0.7068,-0.6228,-0.1878,8.6674
1,164,28,0,1,30,13.3941,5,26,6,0.7068,-0.6228,-0.1878,8.6674
1,165,28,0,1,29,8,7,26,6,0.7068,-0.6228,-0.1878,8.6674
1,166,28,0,0,30,8,5,26,6,0.7068,-0.6228,-0.1878,8.6674
1,167,28,1,0,26,9,3,26,6,0.7068,-0.6228,-0.1878,8.6674
1,168,28,0,1,31.8803,11,7,26,6,0.7068,-0.6228,-0.1878,8.6674
1,169,29,0,1,30,12,4,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,170,29,0,1,30,12,3,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,171,29,1,1,32,12.1572,3,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,172,29,999,0,23,5,999,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,173,29,999,0,24.5505,14,999,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,174,29,0,1,35,13,5,19,3.5000,0.6306,0.2369,1.1919,10.3520
1,175,30,1,0,26,9,4,21,4,0.5880,-0.7252,2.4145,9.0379
1,176,30,1,0,22,14,7,21,4,0.5880,-0.7252,2.4145,9.0379
1,177,30,1,0,30,10.5660,2,21,4,0.5880,-0.7252,2.4145,9.0379
1,178,30,0,0,30,14,6,21,4,0.5880,-0.7252,2.4145,9.0379
1,179,30,0,1,29,14,5,21,4,0.5880,-0.7252,2.4145,9.0379
1,180,30,1,1,32,10.7458,3,21,4,0.5880,-0.7252,2.4145,9.0379
1,181,31,1,0,28,10,3,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,182,31,0,0,32.7802,14,4,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,183,31,1,1,22,8,5,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,184,31,0,1,35,11,3,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,185,31,0,0,37.8781,15,5,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,186,31,0,1,28,12,7,21,3.0296,1.4511,-0.8360,1.0572,9.8201
1,187,32,1,1,23,9,3,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,188,32,0,0,28,9,3,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,189,32,0,0,29,12,3,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,190,32,1,0,25,6,4,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,191,32,1,0,29,11,3,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,192,32,0,0,25,14.2913,4,15,4.5000,0.7409,-0.0310,0.3708,9.7483
1,193,33,1,1,32,8,3,19,5,0.9592,0.1362,0.9377,10.1396
1,194,33,0,1,31,12,6,19,5,0.9592,0.1362,0.9377,10.1396
1,195,33,0,0,25.0981,14,4,19,5,0.9592,0.1362,0.9377,10.1396
1,196,33,0,0,33,13,5,19,5,0.9592,0.1362,0.9377,10.1396
1,197,33,0,1,26.9286,10,3,19,5,0.9592,0.1362,0.9377,10.1396
1,198,33,0,1,32,11,3,19,5,0.9592,0.1362,0.9377,10.1396
1,199,34,1,1,27,9,4,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,200,34,0,1,30,11,4,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,201,34,1,0,33.3281,11,5,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,202,34,0,1,30,10.5912,6,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,203,34,0,1,31,12,4,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,204,34,0,1,34.3595,13,3,24,5.5000,0.0930,1.0764,-0.1520,10.0316
1,205,35,0,0,35.0877,15,7,33,3,0.6273,-0.1060,0.5002,8.7068
1,206,35,0,1,38,12,6,33,3,0.6273,-0.1060,0.5002,8.7068
1,207,35,0,1,32,8,5,33,3,0.6273,-0.1060,0.5002,8.7068
1,208,35,0,1,30,7,3,33,3,0.6273,-0.1060,0.5002,8.7068
1,209,35,0,1,41.1482,15,7,33,3,0.6273,-0.1060,0.5002,8.7068
1,210,35,0,0,18,4,2,33,3,0.6273,-0.1060,0.5002,8.7068
1,211,36,0,0,22,8,5,26,6,1.4239,-0.7950,-0.3812,10.8572
1,212,36,0,0,23,9,5,26,6,1.4239,-0.7950,-0.3812,10.8572
1,213,36,0,1,31,11,5,26,6,1.4239,-0.7950,-0.3812,10.8572
1,214,36,0,0,29,10,3,26,6,1.4239,-0.7950,-0.3812,10.8572
1,215,36,0,0,20,10,5,26,6,1.4239,-0.7950,-0.3812,10.8572
1,216,36,0,1,20,9,5,26,6,1.4239,-0.7950,-0.3812,10.8572
1,217,37,1,0,36,6,4,17,6,-0.2274,0.6666,-1.4753,8.8610
1,218,37,0,1,32,9,3,17,6,-0.2274,0.6666,-1.4753,8.8610
1,219,37,1,0,26,7,2,17,6,-0.2274,0.6666,-1.4753,8.8610
1,220,37,0,0,26,11,2,17,6,-0.2274,0.6666,-1.4753,8.8610
1,221,37,1,0,23,10,4,17,6,-0.2274,0.6666,-1.4753,8.8610
1,222,37,0,0,31,11,5,17,6,-0.2274,0.6666,-1.4753,8.8610
1,223,38,1,1,30,7,3,27,10,0.9673,0.3091,-1.3810,9.9511
1,224,38,0,0,36,11,5,27,10,0.9673,0.3091,-1.3810,9.9511
1,225,38,0,1,28,11,3,27,10,0.9673,0.3091,-1.3810,9.9511
1,226,38,0,1,26,10,4,27,10,0.9673,0.3091,-1.3810,9.9511
1,227,38,0,0,31,9,5,27,10,0.9673,0.3091,-1.3810,9.9511
1,228,38,0,0,25,8,4,27,10,0.9673,0.3091,-1.3810,9.9511
1,229,39,0,0,30,12,6,19,4,1.5094,-0.5621,2.8603,10.4313
1,230,39,0,1,23,8,4,19,4,1.5094,-0.5621,2.8603,10.4313
1,231,39,0,1,40,15,5,19,4,1.5094,-0.5621,2.8603,10.4313
1,232,39,1,1,27,12,3,19,4,1.5094,-0.5621,2.8603,10.4313
1,233,39,1,0,22,9,5,19,4,1.5094,-0.5621,2.8603,10.4313
1,234,39,1,1,33.7531,15,4,19,4,1.5094,-0.5621,2.8603,10.4313
1,235,40,0,1,30,10,4,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,236,40,999,1,29.7572,8,999,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,237,40,1,1,26,10,2,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,238,40,0,0,25,14,6,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,239,40,0,1,31.4455,15,5,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,240,40,0,0,29.1254,16,6,15,3.5000,0.2033,0.3910,-0.8314,10.9293
1,241,41,0,1,35.7709,13,5,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,242,41,0,0,30,10,4,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,243,41,0,1,33.0786,13,4,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,244,41,1,0,24,8,2,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,245,41,0,1,41,17,5,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,246,41,0,0,28,8,6,23,5.5000,0.6821,0.4909,-0.0455,10.4789
1,247,42,1,1,28,11,5,18,5,0.4591,-0.3972,2.0643,9.8726
1,248,42,1,1,32,7,4,18,5,0.4591,-0.3972,2.0643,9.8726
1,249,42,0,0,35.8923,12,4,18,5,0.4591,-0.3972,2.0643,9.8726
1,250,42,1,0,33.1014,14,3,18,5,0.4591,-0.3972,2.0643,9.8726
1,251,42,0,1,27,9,2,18,5,0.4591,-0.3972,2.0643,9.8726
1,252,42,0,0,33.1360,13,5,18,5,0.4591,-0.3972,2.0643,9.8726
1,253,43,0,0,27.4323,12,4,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,254,43,0,1,27,9,5,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,255,43,0,1,36,11,5,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,256,43,0,0,23,14,4,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,257,43,1,0,29,13,4,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,258,43,1,1,23,13,3,15,4.5000,0.1177,0.6170,0.9136,10.8217
1,259,44,1,0,28,10,2,21,6,0.3028,-0.0499,1.1308,9.7345
1,260,44,0,0,32.7130,15,6,21,6,0.3028,-0.0499,1.1308,9.7345
1,261,44,0,1,26,10,4,21,6,0.3028,-0.0499,1.1308,9.7345
1,262,44,0,1,31,10,4,21,6,0.3028,-0.0499,1.1308,9.7345
1,263,44,1,1,33.9907,15,7,21,6,0.3028,-0.0499,1.1308,9.7345
1,264,44,0,0,25,8,6,21,6,0.3028,-0.0499,1.1308,9.7345
1,265,45,0,0,25,11,4,12,3,0.7559,-0.5288,-0.8043,8.7985
1,266,45,1,1,25,9,1,12,3,0.7559,-0.5288,-0.8043,8.7985
1,267,45,1,1,29,7,4,12,3,0.7559,-0.5288,-0.8043,8.7985
1,268,45,0,0,22,9,4,12,3,0.7559,-0.5288,-0.8043,8.7985
1,269,45,1,0,19,5,1,12,3,0.7559,-0.5288,-0.8043,8.7985
1,270,45,1,1,28,11,4,12,3,0.7559,-0.5288,-0.8043,8.7985
1,271,46,1,0,21,6,2,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,272,46,1,0,35,12,3,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,273,46,0,0,28,8,3,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,274,46,0,1,33,14,5,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,275,46,999,0,29.1398,9,999,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,276,46,999,0,26.3663,10,999,17,4.5000,0.8161,-0.2723,0.4834,9.3923
1,277,47,999,0,28.7052,8,999,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,278,47,1,1,37,5,3,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,279,47,1,0,32,7,2,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,280,47,0,0,27,10,3,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,281,47,0,1,33,9,2,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,282,47,1,1,32,7,6,23.1517,4.5000,-0.0704,0.3303,-2.3260,9.1451
1,283,48,0,0,24,5,4,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,284,48,0,1,28,11,6,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,285,48,0,0,23,7,2,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,286,48,0,0,30,11,5,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,287,48,0,0,22,5,6,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,288,48,0,0,27,8,3,24,3.5000,0.6242,-0.4254,-0.7995,8.8199
1,289,49,0,0,31,10,6,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,290,49,1,0,24,9,4,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,291,49,1,0,36,14,4,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,292,49,0,1,33,9,5,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,293,49,0,1,31,15,7,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,294,49,0,1,27,6,5,21,4.5000,0.8089,0.0505,0.0386,9.6750
1,295,50,1,0,27,9,5,22,3,0.9557,0.0723,0.8658,8.8796
1,296,50,999,0,28,8,999,22,3,0.9557,0.0723,0.8658,8.8796
1,297,50,0,0,28.5760,13,4,22,3,0.9557,0.0723,0.8658,8.8796
1,298,50,0,0,28,14,4,22,3,0.9557,0.0723,0.8658,8.8796
1,299,50,0,1,34,13,6,22,3,0.9557,0.0723,0.8658,8.8796
1,300,50,1,0,27,8,3,22,3,0.9557,0.0723,0.8658,8.8796
1,301,51,0,0,28,12,6,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,302,51,0,1,39.2187,17,6,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,303,51,0,0,35,13,6,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,304,51,0,1,39.1377,17,6,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,305,51,0,1,23,5,5,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,306,51,0,1,33.2206,11,4,26,4.5171,0.6935,0.1897,1.8807,11.0006
1,307,52,0,1,32,8,5,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,308,52,0,0,33.8147,10,4,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,309,52,1,1,31.8365,13,6,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,310,52,0,1,28,8,4,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,311,52,0,0,31,9,4,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,312,52,1,1,37,9,4,19,5.5000,1.5985,-0.4267,0.4751,9.3035
1,313,53,0,1,27,7,3,21,3.5000,0.7081,0.5964,-1.7805,8.2669
1,314,53,0,0,32.6274,10,4,21,3.5000,0.7081,0.5964,-1.7805,8.2669
1,315,53,999,0,34.4212,8,1,21,3.5000,0.7081,0.5964,-1.7805,8.2669
1,316,53,0,0,32,9,4,21,3.5000,0.7081,0.5964,-1.7805,8.2669
1,317,53,0,0,29,10,5,21,3.5000,0.7081,0.5964,-1.7805,8.2669
1,318,53,0,0,29,8,4,21,3.5000,0.7081,0.5964,-1.7805,8.2669
