imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,empower[team],empower$lmx[team],lmx[team],lmx.mean[team]
1,136,23,0,1,33,11,5,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
1,137,23,0,1,30,9,4,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
1,138,23,0,1,30.4316,13,6,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
1,139,24,0,0,28,10,3,19,8,0.8760,-0.3332,-0.1777,11.5373
1,140,24,0,1,36,14,4,19,8,0.8760,-0.3332,-0.1777,11.5373
1,141,24,1,0,27,12.6073,3,19,8,0.8760,-0.3332,-0.1777,11.5373
1,142,24,0,0,26,11,2,19,8,0.8760,-0.3332,-0.1777,11.5373
1,143,24,0,0,24,9,1,19,8,0.8760,-0.3332,-0.1777,11.5373
1,144,24,0,1,25.4883,13,4,19,8,0.8760,-0.3332,-0.1777,11.5373
1,145,25,999,1,39.6075,10,999,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,146,25,1,0,26,8,1,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,147,25,0,0,34,6,4,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,148,25,1,0,26,6,2,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,149,25,999,1,29.5093,10,999,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,150,25,0,0,28,6.7067,4,20.3454,7,2.7579,0.9121,-1.1510,9.2214
1,151,26,0,1,29,9,4,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,152,26,0,0,31.4481,12,4,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,153,26,1,0,23,10,3,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,154,26,0,0,22,9,5,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,155,26,0,1,31,7,3,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,156,26,0,1,26,10,4,22,5,-1.5541,-0.3877,-0.5509,9.0446
1,157,27,1,1,34,9.8453,3,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,158,27,0,1,32,12,4,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,159,27,0,1,37.5538,13,6,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,160,27,1,1,29,7,5,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,161,27,0,0,20,4,5,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,162,27,0,0,29,12,5,21,4.5000,1.5313,0.0720,-1.1863,9.4755
1,163,28,1,1,25,3,5,26,6,0.1459,0.3942,-0.8907,9.5145
1,164,28,0,1,30,10.2986,5,26,6,0.1459,0.3942,-0.8907,9.5145
1,165,28,0,1,29,8,7,26,6,0.1459,0.3942,-0.8907,9.5145
1,166,28,0,0,30,8,5,26,6,0.1459,0.3942,-0.8907,9.5145
1,167,28,1,0,26,9,3,26,6,0.1459,0.3942,-0.8907,9.5145
1,168,28,0,1,31.5272,11,7,26,6,0.1459,0.3942,-0.8907,9.5145
1,169,29,0,1,30,12,4,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,170,29,0,1,30,12,3,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,171,29,1,1,32,11.6799,3,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,172,29,999,0,23,5,999,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,173,29,999,0,33.4750,14,999,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,174,29,0,1,35,13,5,19,3.5000,1.2136,0.2974,1.4203,9.8112
1,175,30,1,0,26,9,4,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,176,30,1,0,22,14,7,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,177,30,1,0,30,11.2265,2,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,178,30,0,0,30,14,6,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,179,30,0,1,29,14,5,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,180,30,1,1,32,5.6814,3,21,4,-0.8899,-0.4275,-0.3092,9.9038
1,181,31,1,0,28,10,3,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,182,31,0,0,35.7019,14,4,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,183,31,1,1,22,8,5,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,184,31,0,1,35,11,3,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,185,31,0,0,27.8397,15,5,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,186,31,0,1,28,12,7,21,5.5224,-0.7744,0.1719,0.9379,11.4256
1,187,32,1,1,23,9,3,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,188,32,0,0,28,9,3,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,189,32,0,0,29,12,3,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,190,32,1,0,25,6,4,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,191,32,1,0,29,11,3,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,192,32,0,0,25,10.6185,4,15,4.5000,-0.6517,-0.9946,0.9451,9.6574
1,193,33,1,1,32,8,3,19,5,0.2814,0.4373,0.4140,9.6547
1,194,33,0,1,31,12,6,19,5,0.2814,0.4373,0.4140,9.6547
1,195,33,0,0,33.6260,14,4,19,5,0.2814,0.4373,0.4140,9.6547
1,196,33,0,0,33,13,5,19,5,0.2814,0.4373,0.4140,9.6547
1,197,33,0,1,21.8651,10,3,19,5,0.2814,0.4373,0.4140,9.6547
1,198,33,0,1,32,11,3,19,5,0.2814,0.4373,0.4140,9.6547
1,199,34,1,1,27,9,4,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,200,34,0,1,30,11,4,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,201,34,1,0,28.7477,11,5,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,202,34,0,1,30,14.2209,6,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,203,34,0,1,31,12,4,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,204,34,0,1,31.7200,13,3,24,5.5000,-1.2007,-0.5355,-1.2709,9.6445
1,205,35,0,0,46.6453,15,7,33,3,2.1714,0.7890,-0.1752,9.9169
1,206,35,0,1,38,12,6,33,3,2.1714,0.7890,-0.1752,9.9169
1,207,35,0,1,32,8,5,33,3,2.1714,0.7890,-0.1752,9.9169
1,208,35,0,1,30,7,3,33,3,2.1714,0.7890,-0.1752,9.9169
1,209,35,0,1,43.7133,15,7,33,3,2.1714,0.7890,-0.1752,9.9169
1,210,35,0,0,18,4,2,33,3,2.1714,0.7890,-0.1752,9.9169
1,211,36,0,0,22,8,5,26,6,-2.1223,0.1749,-0.3105,10.4770
1,212,36,0,0,23,9,5,26,6,-2.1223,0.1749,-0.3105,10.4770
1,213,36,0,1,31,11,5,26,6,-2.1223,0.1749,-0.3105,10.4770
1,214,36,0,0,29,10,3,26,6,-2.1223,0.1749,-0.3105,10.4770
1,215,36,0,0,20,10,5,26,6,-2.1223,0.1749,-0.3105,10.4770
1,216,36,0,1,20,9,5,26,6,-2.1223,0.1749,-0.3105,10.4770
1,217,37,1,0,36,6,4,17,6,0.1299,0.1131,-2.3778,9.7280
1,218,37,0,1,32,9,3,17,6,0.1299,0.1131,-2.3778,9.7280
1,219,37,1,0,26,7,2,17,6,0.1299,0.1131,-2.3778,9.7280
1,220,37,0,0,26,11,2,17,6,0.1299,0.1131,-2.3778,9.7280
1,221,37,1,0,23,10,4,17,6,0.1299,0.1131,-2.3778,9.7280
1,222,37,0,0,31,11,5,17,6,0.1299,0.1131,-2.3778,9.7280
1,223,38,1,1,30,7,3,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,224,38,0,0,36,11,5,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,225,38,0,1,28,11,3,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,226,38,0,1,26,10,4,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,227,38,0,0,31,9,5,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,228,38,0,0,25,8,4,27,10,-1.8750,-0.9091,-0.9485,9.6887
1,229,39,0,0,30,12,6,19,4,1.7721,0.2589,-0.3076,11.5576
1,230,39,0,1,23,8,4,19,4,1.7721,0.2589,-0.3076,11.5576
1,231,39,0,1,40,15,5,19,4,1.7721,0.2589,-0.3076,11.5576
1,232,39,1,1,27,12,3,19,4,1.7721,0.2589,-0.3076,11.5576
1,233,39,1,0,22,9,5,19,4,1.7721,0.2589,-0.3076,11.5576
1,234,39,1,1,33.1042,15,4,19,4,1.7721,0.2589,-0.3076,11.5576
1,235,40,0,1,30,10,4,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,236,40,999,1,25.4315,8,999,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,237,40,1,1,26,10,2,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,238,40,0,0,25,14,6,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,239,40,0,1,25.9598,15,5,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,240,40,0,0,28.1496,16,6,15,3.5000,-1.4142,-0.6101,1.0982,10.9099
1,241,41,0,1,39.2668,13,5,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,242,41,0,0,30,10,4,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,243,41,0,1,29.3390,13,4,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,244,41,1,0,24,8,2,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,245,41,0,1,41,17,5,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,246,41,0,0,28,8,6,23,5.5000,1.8028,0.5248,0.6240,10.7679
1,247,42,1,1,28,11,5,18,5,0.6298,0.9788,-0.3979,10.5685
1,248,42,1,1,32,7,4,18,5,0.6298,0.9788,-0.3979,10.5685
1,249,42,0,0,29.5051,12,4,18,5,0.6298,0.9788,-0.3979,10.5685
1,250,42,1,0,29.8485,14,3,18,5,0.6298,0.9788,-0.3979,10.5685
1,251,42,0,1,27,9,2,18,5,0.6298,0.9788,-0.3979,10.5685
1,252,42,0,0,30.8854,13,5,18,5,0.6298,0.9788,-0.3979,10.5685
1,253,43,0,0,31.3889,12,4,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,254,43,0,1,27,9,5,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,255,43,0,1,36,11,5,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,256,43,0,0,23,14,4,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,257,43,1,0,29,13,4,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,258,43,1,1,23,13,3,15,4.5000,0.1260,-0.2466,0.1414,10.1705
1,259,44,1,0,28,10,2,21,6,1.7876,0.7335,0.7163,11.1188
1,260,44,0,0,39.9737,15,6,21,6,1.7876,0.7335,0.7163,11.1188
1,261,44,0,1,26,10,4,21,6,1.7876,0.7335,0.7163,11.1188
1,262,44,0,1,31,10,4,21,6,1.7876,0.7335,0.7163,11.1188
1,263,44,1,1,37.0553,15,7,21,6,1.7876,0.7335,0.7163,11.1188
1,264,44,0,0,25,8,6,21,6,1.7876,0.7335,0.7163,11.1188
1,265,45,0,0,25,11,4,12,3,0.1682,0.3991,0.3351,9.1618
1,266,45,1,1,25,9,1,12,3,0.1682,0.3991,0.3351,9.1618
1,267,45,1,1,29,7,4,12,3,0.1682,0.3991,0.3351,9.1618
1,268,45,0,0,22,9,4,12,3,0.1682,0.3991,0.3351,9.1618
1,269,45,1,0,19,5,1,12,3,0.1682,0.3991,0.3351,9.1618
1,270,45,1,1,28,11,4,12,3,0.1682,0.3991,0.3351,9.1618
1,271,46,1,0,21,6,2,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,272,46,1,0,35,12,3,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,273,46,0,0,28,8,3,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,274,46,0,1,33,14,5,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,275,46,999,0,27.3184,9,999,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,276,46,999,0,30.3233,10,999,17,4.5000,1.4030,0.5587,0.4513,9.7599
1,277,47,999,0,31.8019,8,999,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,278,47,1,1,37,5,3,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,279,47,1,0,32,7,2,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,280,47,0,0,27,10,3,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,281,47,0,1,33,9,2,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,282,47,1,1,32,7,6,21.6661,4.5000,1.3036,-0.0900,-1.3264,9.4613
1,283,48,0,0,24,5,4,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,284,48,0,1,28,11,6,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,285,48,0,0,23,7,2,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,286,48,0,0,30,11,5,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,287,48,0,0,22,5,6,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,288,48,0,0,27,8,3,24,3.5000,0.6073,0.5243,-1.2134,10.2597
1,289,49,0,0,31,10,6,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,290,49,1,0,24,9,4,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,291,49,1,0,36,14,4,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,292,49,0,1,33,9,5,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,293,49,0,1,31,15,7,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,294,49,0,1,27,6,5,21,4.5000,0.7998,0.1080,-0.2782,9.6865
1,295,50,1,0,27,9,5,22,3,-0.7146,0.2270,1.1039,9.0281
1,296,50,999,0,28,8,999,22,3,-0.7146,0.2270,1.1039,9.0281
1,297,50,0,0,34.1709,13,4,22,3,-0.7146,0.2270,1.1039,9.0281
1,298,50,0,0,28,14,4,22,3,-0.7146,0.2270,1.1039,9.0281
1,299,50,0,1,34,13,6,22,3,-0.7146,0.2270,1.1039,9.0281
1,300,50,1,0,27,8,3,22,3,-0.7146,0.2270,1.1039,9.0281
1,301,51,0,0,28,12,6,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,302,51,0,1,38.9875,17,6,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,303,51,0,0,35,13,6,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,304,51,0,1,45.4994,17,6,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,305,51,0,1,23,5,5,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,306,51,0,1,34.8258,11,4,26,4.9637,0.4861,0.3607,1.6288,10.2645
1,307,52,0,1,32,8,5,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,308,52,0,0,26.7755,10,4,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,309,52,1,1,32.1220,13,6,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,310,52,0,1,28,8,4,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,311,52,0,0,31,9,4,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,312,52,1,1,37,9,4,19,5.5000,1.2292,0.4499,0.3746,9.8754
1,313,53,0,1,27,7,3,21,3.5000,-0.7130,-0.0809,-0.3256,8.8905
1,314,53,0,0,25.4566,10,4,21,3.5000,-0.7130,-0.0809,-0.3256,8.8905
1,315,53,999,0,31.9382,8,1,21,3.5000,-0.7130,-0.0809,-0.3256,8.8905
1,316,53,0,0,32,9,4,21,3.5000,-0.7130,-0.0809,-0.3256,8.8905
