imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,empower[team],empower$lmx[team],lmx[team],lmx.mean[team]
1,206,35,0,1,38,12,6,33,3,0.5956,0.0397,0.0843,11.0110
1,207,35,0,1,32,8,5,33,3,0.5956,0.0397,0.0843,11.0110
1,208,35,0,1,30,7,3,33,3,0.5956,0.0397,0.0843,11.0110
1,209,35,0,1,43.3338,15,7,33,3,0.5956,0.0397,0.0843,11.0110
1,210,35,0,0,18,4,2,33,3,0.5956,0.0397,0.0843,11.0110
1,211,36,0,0,22,8,5,26,6,-1.2680,0.8201,0.2604,11.1775
1,212,36,0,0,23,9,5,26,6,-1.2680,0.8201,0.2604,11.1775
1,213,36,0,1,31,11,5,26,6,-1.2680,0.8201,0.2604,11.1775
1,214,36,0,0,29,10,3,26,6,-1.2680,0.8201,0.2604,11.1775
1,215,36,0,0,20,10,5,26,6,-1.2680,0.8201,0.2604,11.1775
1,216,36,0,1,20,9,5,26,6,-1.2680,0.8201,0.2604,11.1775
1,217,37,1,0,36,6,4,17,6,0.1014,-1.0534,1.0472,9.7952
1,218,37,0,1,32,9,3,17,6,0.1014,-1.0534,1.0472,9.7952
1,219,37,1,0,26,7,2,17,6,0.1014,-1.0534,1.0472,9.7952
1,220,37,0,0,26,11,2,17,6,0.1014,-1.0534,1.0472,9.7952
1,221,37,1,0,23,10,4,17,6,0.1014,-1.0534,1.0472,9.7952
1,222,37,0,0,31,11,5,17,6,0.1014,-1.0534,1.0472,9.7952
1,223,38,1,1,30,7,3,27,10,-0.6236,-0.4050,0.1391,8.2200
1,224,38,0,0,36,11,5,27,10,-0.6236,-0.4050,0.1391,8.2200
1,225,38,0,1,28,11,3,27,10,-0.6236,-0.4050,0.1391,8.2200
1,226,38,0,1,26,10,4,27,10,-0.6236,-0.4050,0.1391,8.2200
1,227,38,0,0,31,9,5,27,10,-0.6236,-0.4050,0.1391,8.2200
1,228,38,0,0,25,8,4,27,10,-0.6236,-0.4050,0.1391,8.2200
1,229,39,0,0,30,12,6,19,4,-0.7757,0.4320,1.3044,10.8803
1,230,39,0,1,23,8,4,19,4,-0.7757,0.4320,1.3044,10.8803
1,231,39,0,1,40,15,5,19,4,-0.7757,0.4320,1.3044,10.8803
1,232,39,1,1,27,12,3,19,4,-0.7757,0.4320,1.3044,10.8803
1,233,39,1,0,22,9,5,19,4,-0.7757,0.4320,1.3044,10.8803
1,234,39,1,1,26.9294,15,4,19,4,-0.7757,0.4320,1.3044,10.8803
1,235,40,0,1,30,10,4,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,236,40,999,1,31.5865,8,999,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,237,40,1,1,26,10,2,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,238,40,0,0,25,14,6,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,239,40,0,1,22.9182,15,5,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,240,40,0,0,21.0654,16,6,15,3.5000,0.1104,-0.0590,2.0252,10.2947
1,241,41,0,1,35.2331,13,5,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,242,41,0,0,30,10,4,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,243,41,0,1,30.9319,13,4,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,244,41,1,0,24,8,2,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,245,41,0,1,41,17,5,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,246,41,0,0,28,8,6,23,5.5000,1.3123,-0.2271,1.0869,11.5209
1,247,42,1,1,28,11,5,18,5,-1.0458,-0.3364,0.4191,9.1489
1,248,42,1,1,32,7,4,18,5,-1.0458,-0.3364,0.4191,9.1489
1,249,42,0,0,27.4897,12,4,18,5,-1.0458,-0.3364,0.4191,9.1489
1,250,42,1,0,27.1728,14,3,18,5,-1.0458,-0.3364,0.4191,9.1489
1,251,42,0,1,27,9,2,18,5,-1.0458,-0.3364,0.4191,9.1489
1,252,42,0,0,31.2533,13,5,18,5,-1.0458,-0.3364,0.4191,9.1489
1,253,43,0,0,26.4081,12,4,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,254,43,0,1,27,9,5,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,255,43,0,1,36,11,5,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,256,43,0,0,23,14,4,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,257,43,1,0,29,13,4,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,258,43,1,1,23,13,3,15,4.5000,1.6200,-0.8060,3.4610,10.4461
1,259,44,1,0,28,10,2,21,6,-2.2178,-0.7096,0.8563,8.2975
1,260,44,0,0,25.4203,15,6,21,6,-2.2178,-0.7096,0.8563,8.2975
1,261,44,0,1,26,10,4,21,6,-2.2178,-0.7096,0.8563,8.2975
1,262,44,0,1,31,10,4,21,6,-2.2178,-0.7096,0.8563,8.2975
1,263,44,1,1,20.8810,15,7,21,6,-2.2178,-0.7096,0.8563,8.2975
1,264,44,0,0,25,8,6,21,6,-2.2178,-0.7096,0.8563,8.2975
1,265,45,0,0,25,11,4,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,266,45,1,1,25,9,1,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,267,45,1,1,29,7,4,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,268,45,0,0,22,9,4,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,269,45,1,0,19,5,1,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,270,45,1,1,28,11,4,12,3,-0.1251,-0.1102,-1.3592,7.7140
1,271,46,1,0,21,6,2,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,272,46,1,0,35,12,3,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,273,46,0,0,28,8,3,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,274,46,0,1,33,14,5,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,275,46,999,0,27.4214,9,999,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,276,46,999,0,24.7993,10,999,17,4.5000,-0.1921,-0.0848,0.6553,10.4691
1,277,47,999,0,28.7356,8,999,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,278,47,1,1,37,5,3,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,279,47,1,0,32,7,2,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,280,47,0,0,27,10,3,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,281,47,0,1,33,9,2,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,282,47,1,1,32,7,6,20.9926,4.5000,-0.0473,-0.9674,-1.3505,8.8390
1,283,48,0,0,24,5,4,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,284,48,0,1,28,11,6,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,285,48,0,0,23,7,2,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,286,48,0,0,30,11,5,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,287,48,0,0,22,5,6,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,288,48,0,0,27,8,3,24,3.5000,-0.9420,0.1163,-0.9109,10.1154
1,289,49,0,0,31,10,6,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,290,49,1,0,24,9,4,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,291,49,1,0,36,14,4,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,292,49,0,1,33,9,5,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,293,49,0,1,31,15,7,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,294,49,0,1,27,6,5,21,4.5000,-0.3416,0.2747,-1.1900,9.6949
1,295,50,1,0,27,9,5,22,3,-0.0857,-0.3635,1.0340,10.2643
1,296,50,999,0,28,8,999,22,3,-0.0857,-0.3635,1.0340,10.2643
1,297,50,0,0,26.3984,13,4,22,3,-0.0857,-0.3635,1.0340,10.2643
1,298,50,0,0,28,14,4,22,3,-0.0857,-0.3635,1.0340,10.2643
1,299,50,0,1,34,13,6,22,3,-0.0857,-0.3635,1.0340,10.2643
1,300,50,1,0,27,8,3,22,3,-0.0857,-0.3635,1.0340,10.2643
1,301,51,0,0,28,12,6,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,302,51,0,1,45.7480,17,6,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,303,51,0,0,35,13,6,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,304,51,0,1,41.5627,17,6,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,305,51,0,1,23,5,5,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,306,51,0,1,36.5420,11,4,26,4.9282,0.6743,0.2068,2.7787,10.4026
1,307,52,0,1,32,8,5,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,308,52,0,0,27.6543,10,4,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,309,52,1,1,35.8619,13,6,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,310,52,0,1,28,8,4,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,311,52,0,0,31,9,4,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,312,52,1,1,37,9,4,19,5.5000,1.6211,0.4669,0.0370,8.8981
1,313,53,0,1,27,7,3,21,3.5000,0.9763,-0.3480,-2.0142,8.3346
1,314,53,0,0,25.9561,10,4,21,3.5000,0.9763,-0.3480,-2.0142,8.3346
