imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,empower[team],empower$lmx[team],lmx.mean[team]
1,77,13,1,1,24,6,3,19,4.5000,-0.0068,-0.1067,8.7707
1,78,13,999,1,36.3363,8,999,19,4.5000,-0.0068,-0.1067,8.7707
1,79,14,1,1,24,3,2,20,5,-0.5391,-0.4578,8.6240
1,80,14,0,1,30,10.6785,3,20,5,-0.5391,-0.4578,8.6240
1,81,14,1,0,22,7,2,20,5,-0.5391,-0.4578,8.6240
1,82,14,1,0,27,8,4,20,5,-0.5391,-0.4578,8.6240
1,83,14,0,0,38,10,4,20,5,-0.5391,-0.4578,8.6240
1,84,14,1,1,30,4,4,20,5,-0.5391,-0.4578,8.6240
1,85,15,0,1,34,9,3,15,4.5000,1.4596,-0.1553,8.9538
1,86,15,0,1,24,13,5,15,4.5000,1.4596,-0.1553,8.9538
1,87,15,1,1,21,5,3,15,4.5000,1.4596,-0.1553,8.9538
1,88,15,0,1,33,12,3,15,4.5000,1.4596,-0.1553,8.9538
1,89,15,0,1,35,10,5,15,4.5000,1.4596,-0.1553,8.9538
1,90,15,1,1,23,14.8278,1,15,4.5000,1.4596,-0.1553,8.9538
1,91,16,0,1,28,9,5,24,4.5000,-0.0884,-0.4696,9.6913
1,92,16,999,1,30.7621,9,999,24,4.5000,-0.0884,-0.4696,9.6913
1,93,16,1,0,24,4,3,24,4.5000,-0.0884,-0.4696,9.6913
1,94,16,0,1,34,12,5,24,4.5000,-0.0884,-0.4696,9.6913
1,95,16,0,0,34,8,5,24,4.5000,-0.0884,-0.4696,9.6913
1,96,16,1,0,29.6699,12,6,24,4.5000,-0.0884,-0.4696,9.6913
1,97,17,1,0,29,4,3,15,5.5000,0.1371,-0.7226,9.5104
1,98,17,999,0,22.8607,11,999,15,5.5000,0.1371,-0.7226,9.5104
1,99,17,0,0,26,10,5,15,5.5000,0.1371,-0.7226,9.5104
1,100,17,0,1,33,10,4,15,5.5000,0.1371,-0.7226,9.5104
1,101,17,1,1,29,7.0591,4,15,5.5000,0.1371,-0.7226,9.5104
1,102,17,0,0,22.9542,12,6,15,5.5000,0.1371,-0.7226,9.5104
1,103,18,0,1,31.7051,10,1,16,4,-0.8647,-0.4122,10.4894
1,104,18,1,0,22,10,4,16,4,-0.8647,-0.4122,10.4894
1,105,18,0,1,28,9,3,16,4,-0.8647,-0.4122,10.4894
1,106,18,1,1,32,13,4,16,4,-0.8647,-0.4122,10.4894
1,107,18,0,0,27,10,2,16,4,-0.8647,-0.4122,10.4894
1,108,18,999,1,38.2924,17,999,16,4,-0.8647,-0.4122,10.4894
1,109,19,0,0,28,8,5,22,5,0.1477,0.2645,9.9091
1,110,19,0,0,33,13,4,22,5,0.1477,0.2645,9.9091
1,111,19,0,1,33.6835,9,4,22,5,0.1477,0.2645,9.9091
1,112,19,0,0,26,4,7,22,5,0.1477,0.2645,9.9091
1,113,19,0,1,33,10.7898,3,22,5,0.1477,0.2645,9.9091
1,114,19,0,0,27.3211,11,4,22,5,0.1477,0.2645,9.9091
1,115,20,0,0,23,9,3,14,3,-1.0513,0.4013,10.8556
1,116,20,1,0,22,6,4,14,3,-1.0513,0.4013,10.8556
1,117,20,0,0,29,12,4,14,3,-1.0513,0.4013,10.8556
1,118,20,0,0,26,15,4,14,3,-1.0513,0.4013,10.8556
1,119,20,1,0,29,10,3,14,3,-1.0513,0.4013,10.8556
1,120,20,0,0,24,9,4,14,3,-1.0513,0.4013,10.8556
1,121,21,0,1,25,7,3,19,5,0.9879,-0.6211,7.3479
1,122,21,1,0,30.3540,17,4,19,5,0.9879,-0.6211,7.3479
1,123,21,1,0,17,5,2,19,5,0.9879,-0.6211,7.3479
1,124,21,0,0,35,7.8766,5,19,5,0.9879,-0.6211,7.3479
1,125,21,0,0,26,9,5,19,5,0.9879,-0.6211,7.3479
1,126,21,0,1,37,10,3,19,5,0.9879,-0.6211,7.3479
1,127,22,0,1,39,10,5,26.6481,7,1.3309,0.0819,7.8886
1,128,22,0,1,31,7,4,26.6481,7,1.3309,0.0819,7.8886
1,129,22,0,1,32,6,3,26.6481,7,1.3309,0.0819,7.8886
1,130,22,0,1,33,9,6,26.6481,7,1.3309,0.0819,7.8886
1,131,22,0,0,32,5,3,26.6481,7,1.3309,0.0819,7.8886
1,132,22,0,1,31,8.1080,3,26.6481,7,1.3309,0.0819,7.8886
1,133,23,0,1,28,11,4,24,6.2911,-1.2094,-0.5059,9.3979
1,134,23,0,0,22,10,4,24,6.2911,-1.2094,-0.5059,9.3979
1,135,23,999,0,30.5402,14,999,24,6.2911,-1.2094,-0.5059,9.3979
1,136,23,0,1,33,11,5,24,6.2911,-1.2094,-0.5059,9.3979
1,137,23,0,1,30,9,4,24,6.2911,-1.2094,-0.5059,9.3979
1,138,23,0,1,36.0906,13,6,24,6.2911,-1.2094,-0.5059,9.3979
1,139,24,0,0,28,10,3,19,8,2.3500,0.9072,13.2093
1,140,24,0,1,36,14,4,19,8,2.3500,0.9072,13.2093
1,141,24,1,0,27,13.6438,3,19,8,2.3500,0.9072,13.2093
1,142,24,0,0,26,11,2,19,8,2.3500,0.9072,13.2093
1,143,24,0,0,24,9,1,19,8,2.3500,0.9072,13.2093
1,144,24,0,1,31.1503,13,4,19,8,2.3500,0.9072,13.2093
1,145,25,999,1,27.7320,10,999,26.0596,7,-0.1406,-0.4378,8.2338
1,146,25,1,0,26,8,1,26.0596,7,-0.1406,-0.4378,8.2338
1,147,25,0,0,34,6,4,26.0596,7,-0.1406,-0.4378,8.2338
1,148,25,1,0,26,6,2,26.0596,7,-0.1406,-0.4378,8.2338
1,149,25,999,1,34.9533,10,999,26.0596,7,-0.1406,-0.4378,8.2338
1,150,25,0,0,28,6.4731,4,26.0596,7,-0.1406,-0.4378,8.2338
1,151,26,0,1,29,9,4,22,5,-2.3314,-0.9916,9.2435
1,152,26,0,0,24.3522,12,4,22,5,-2.3314,-0.9916,9.2435
1,153,26,1,0,23,10,3,22,5,-2.3314,-0.9916,9.2435
1,154,26,0,0,22,9,5,22,5,-2.3314,-0.9916,9.2435
1,155,26,0,1,31,7,3,22,5,-2.3314,-0.9916,9.2435
1,156,26,0,1,26,10,4,22,5,-2.3314,-0.9916,9.2435
1,157,27,1,1,34,13.7247,3,21,4.5000,-1.0336,-0.1414,10.0064
1,158,27,0,1,32,12,4,21,4.5000,-1.0336,-0.1414,10.0064
1,159,27,0,1,26.7581,13,6,21,4.5000,-1.0336,-0.1414,10.0064
1,160,27,1,1,29,7,5,21,4.5000,-1.0336,-0.1414,10.0064
1,161,27,0,0,20,4,5,21,4.5000,-1.0336,-0.1414,10.0064
1,162,27,0,0,29,12,5,21,4.5000,-1.0336,-0.1414,10.0064
1,163,28,1,1,25,3,5,26,6,-0.3363,-0.2259,9.9572
1,164,28,0,1,30,10.0730,5,26,6,-0.3363,-0.2259,9.9572
1,165,28,0,1,29,8,7,26,6,-0.3363,-0.2259,9.9572
1,166,28,0,0,30,8,5,26,6,-0.3363,-0.2259,9.9572
1,167,28,1,0,26,9,3,26,6,-0.3363,-0.2259,9.9572
1,168,28,0,1,29.1250,11,7,26,6,-0.3363,-0.2259,9.9572
1,169,29,0,1,30,12,4,19,3.5000,1.2382,-0.0378,10.1303
1,170,29,0,1,30,12,3,19,3.5000,1.2382,-0.0378,10.1303
1,171,29,1,1,32,8.5146,3,19,3.5000,1.2382,-0.0378,10.1303
1,172,29,999,0,23,5,999,19,3.5000,1.2382,-0.0378,10.1303
1,173,29,999,0,29.9629,14,999,19,3.5000,1.2382,-0.0378,10.1303
1,174,29,0,1,35,13,5,19,3.5000,1.2382,-0.0378,10.1303
1,175,30,1,0,26,9,4,21,4,0.0465,-0.0710,11.9647
1,176,30,1,0,22,14,7,21,4,0.0465,-0.0710,11.9647
1,177,30,1,0,30,11.2017,2,21,4,0.0465,-0.0710,11.9647
1,178,30,0,0,30,14,6,21,4,0.0465,-0.0710,11.9647
1,179,30,0,1,29,14,5,21,4,0.0465,-0.0710,11.9647
1,180,30,1,1,32,9.2879,3,21,4,0.0465,-0.0710,11.9647
1,181,31,1,0,28,10,3,21,3.9335,-0.2459,0.1351,11.6990
1,182,31,0,0,35.6182,14,4,21,3.9335,-0.2459,0.1351,11.6990
1,183,31,1,1,22,8,5,21,3.9335,-0.2459,0.1351,11.6990
1,184,31,0,1,35,11,3,21,3.9335,-0.2459,0.1351,11.6990
1,185,31,0,0,30.7379,15,5,21,3.9335,-0.2459,0.1351,11.6990
1,186,31,0,1,28,12,7,21,3.9335,-0.2459,0.1351,11.6990
1,187,32,1,1,23,9,3,15,4.5000,-0.1172,-0.6805,8.9803
1,188,32,0,0,28,9,3,15,4.5000,-0.1172,-0.6805,8.9803
1,189,32,0,0,29,12,3,15,4.5000,-0.1172,-0.6805,8.9803
1,190,32,1,0,25,6,4,15,4.5000,-0.1172,-0.6805,8.9803
1,191,32,1,0,29,11,3,15,4.5000,-0.1172,-0.6805,8.9803
1,192,32,0,0,25,9.2305,4,15,4.5000,-0.1172,-0.6805,8.9803
1,193,33,1,1,32,8,3,19,5,0.3703,0.2806,8.4739
1,194,33,0,1,31,12,6,19,5,0.3703,0.2806,8.4739
1,195,33,0,0,34.8746,14,4,19,5,0.3703,0.2806,8.4739
1,196,33,0,0,33,13,5,19,5,0.3703,0.2806,8.4739
1,197,33,0,1,28.4593,10,3,19,5,0.3703,0.2806,8.4739
1,198,33,0,1,32,11,3,19,5,0.3703,0.2806,8.4739
1,199,34,1,1,27,9,4,24,5.5000,0.7267,0.5160,10.0513
1,200,34,0,1,30,11,4,24,5.5000,0.7267,0.5160,10.0513
1,201,34,1,0,28.6856,11,5,24,5.5000,0.7267,0.5160,10.0513
1,202,34,0,1,30,12.0938,6,24,5.5000,0.7267,0.5160,10.0513
1,203,34,0,1,31,12,4,24,5.5000,0.7267,0.5160,10.0513
1,204,34,0,1,37.7920,13,3,24,5.5000,0.7267,0.5160,10.0513
1,205,35,0,0,41.2103,15,7,33,3,0.0420,0.4752,9.2935
1,206,35,0,1,38,12,6,33,3,0.0420,0.4752,9.2935
1,207,35,0,1,32,8,5,33,3,0.0420,0.4752,9.2935
1,208,35,0,1,30,7,3,33,3,0.0420,0.4752,9.2935
1,209,35,0,1,46.9945,15,7,33,3,0.0420,0.4752,9.2935
1,210,35,0,0,18,4,2,33,3,0.0420,0.4752,9.2935
1,211,36,0,0,22,8,5,26,6,-1.1658,0.1622,9.8823
1,212,36,0,0,23,9,5,26,6,-1.1658,0.1622,9.8823
1,213,36,0,1,31,11,5,26,6,-1.1658,0.1622,9.8823
1,214,36,0,0,29,10,3,26,6,-1.1658,0.1622,9.8823
1,215,36,0,0,20,10,5,26,6,-1.1658,0.1622,9.8823
1,216,36,0,1,20,9,5,26,6,-1.1658,0.1622,9.8823
1,217,37,1,0,36,6,4,17,6,-1.3162,-0.6144,9.7576
1,218,37,0,1,32,9,3,17,6,-1.3162,-0.6144,9.7576
1,219,37,1,0,26,7,2,17,6,-1.3162,-0.6144,9.7576
1,220,37,0,0,26,11,2,17,6,-1.3162,-0.6144,9.7576
1,221,37,1,0,23,10,4,17,6,-1.3162,-0.6144,9.7576
1,222,37,0,0,31,11,5,17,6,-1.3162,-0.6144,9.7576
1,223,38,1,1,30,7,3,27,10,-0.8697,-0.1264,10.3456
1,224,38,0,0,36,11,5,27,10,-0.8697,-0.1264,10.3456
1,225,38,0,1,28,11,3,27,10,-0.8697,-0.1264,10.3456
1,226,38,0,1,26,10,4,27,10,-0.8697,-0.1264,10.3456
1,227,38,0,0,31,9,5,27,10,-0.8697,-0.1264,10.3456
1,228,38,0,0,25,8,4,27,10,-0.8697,-0.1264,10.3456
1,229,39,0,0,30,12,6,19,4,1.1348,1.1355,11.3112
1,230,39,0,1,23,8,4,19,4,1.1348,1.1355,11.3112
1,231,39,0,1,40,15,5,19,4,1.1348,1.1355,11.3112
1,232,39,1,1,27,12,3,19,4,1.1348,1.1355,11.3112
1,233,39,1,0,22,9,5,19,4,1.1348,1.1355,11.3112
1,234,39,1,1,38.5466,15,4,19,4,1.1348,1.1355,11.3112
1,235,40,0,1,30,10,4,15,3.5000,-1.1961,-0.2671,9.8063
1,236,40,999,1,32.3889,8,999,15,3.5000,-1.1961,-0.2671,9.8063
1,237,40,1,1,26,10,2,15,3.5000,-1.1961,-0.2671,9.8063
1,238,40,0,0,25,14,6,15,3.5000,-1.1961,-0.2671,9.8063
1,239,40,0,1,25.7273,15,5,15,3.5000,-1.1961,-0.2671,9.8063
1,240,40,0,0,26.3031,16,6,15,3.5000,-1.1961,-0.2671,9.8063
1,241,41,0,1,33.4292,13,5,23,5.5000,0.9280,0.3978,10.5819
1,242,41,0,0,30,10,4,23,5.5000,0.9280,0.3978,10.5819
1,243,41,0,1,37.6618,13,4,23,5.5000,0.9280,0.3978,10.5819
1,244,41,1,0,24,8,2,23,5.5000,0.9280,0.3978,10.5819
1,245,41,0,1,41,17,5,23,5.5000,0.9280,0.3978,10.5819
1,246,41,0,0,28,8,6,23,5.5000,0.9280,0.3978,10.5819
1,247,42,1,1,28,11,5,18,5,0.0321,-0.0204,8.8784
1,248,42,1,1,32,7,4,18,5,0.0321,-0.0204,8.8784
1,249,42,0,0,22.3763,12,4,18,5,0.0321,-0.0204,8.8784
1,250,42,1,0,32.6758,14,3,18,5,0.0321,-0.0204,8.8784
1,251,42,0,1,27,9,2,18,5,0.0321,-0.0204,8.8784
1,252,42,0,0,29.4225,13,5,18,5,0.0321,-0.0204,8.8784
1,253,43,0,0,23.0752,12,4,15,4.5000,0.2036,-0.0593,10.5811
1,254,43,0,1,27,9,5,15,4.5000,0.2036,-0.0593,10.5811
1,255,43,0,1,36,11,5,15,4.5000,0.2036,-0.0593,10.5811
1,256,43,0,0,23,14,4,15,4.5000,0.2036,-0.0593,10.5811
1,257,43,1,0,29,13,4,15,4.5000,0.2036,-0.0593,10.5811
1,258,43,1,1,23,13,3,15,4.5000,0.2036,-0.0593,10.5811
1,259,44,1,0,28,10,2,21,6,1.5441,0.7467,11.3594
1,260,44,0,0,39.4227,15,6,21,6,1.5441,0.7467,11.3594
1,261,44,0,1,26,10,4,21,6,1.5441,0.7467,11.3594
1,262,44,0,1,31,10,4,21,6,1.5441,0.7467,11.3594
1,263,44,1,1,34.6811,15,7,21,6,1.5441,0.7467,11.3594
1,264,44,0,0,25,8,6,21,6,1.5441,0.7467,11.3594
1,265,45,0,0,25,11,4,12,3,-0.7857,0.2129,9.4037
1,266,45,1,1,25,9,1,12,3,-0.7857,0.2129,9.4037
1,267,45,1,1,29,7,4,12,3,-0.7857,0.2129,9.4037
1,268,45,0,0,22,9,4,12,3,-0.7857,0.2129,9.4037
1,269,45,1,0,19,5,1,12,3,-0.7857,0.2129,9.4037
1,270,45,1,1,28,11,4,12,3,-0.7857,0.2129,9.4037
1,271,46,1,0,21,6,2,17,4.5000,0.8606,0.2563,10.7464
1,272,46,1,0,35,12,3,17,4.5000,0.8606,0.2563,10.7464
1,273,46,0,0,28,8,3,17,4.5000,0.8606,0.2563,10.7464
1,274,46,0,1,33,14,5,17,4.5000,0.8606,0.2563,10.7464
1,275,46,999,0,22.1379,9,999,17,4.5000,0.8606,0.2563,10.7464
1,276,46,999,0,25.1179,10,999,17,4.5000,0.8606,0.2563,10.7464
1,277,47,999,0,31.2641,8,999,25.5810,4.5000,0.1792,-0.4386,8.6865
1,278,47,1,1,37,5,3,25.5810,4.5000,0.1792,-0.4386,8.6865
1,279,47,1,0,32,7,2,25.5810,4.5000,0.1792,-0.4386,8.6865
1,280,47,0,0,27,10,3,25.5810,4.5000,0.1792,-0.4386,8.6865
1,281,47,0,1,33,9,2,25.5810,4.5000,0.1792,-0.4386,8.6865
1,282,47,1,1,32,7,6,25.5810,4.5000,0.1792,-0.4386,8.6865
1,283,48,0,0,24,5,4,24,3.5000,-1.0785,0.0264,9.3432
1,284,48,0,1,28,11,6,24,3.5000,-1.0785,0.0264,9.3432
1,285,48,0,0,23,7,2,24,3.5000,-1.0785,0.0264,9.3432
1,286,48,0,0,30,11,5,24,3.5000,-1.0785,0.0264,9.3432
1,287,48,0,0,22,5,6,24,3.5000,-1.0785,0.0264,9.3432
1,288,48,0,0,27,8,3,24,3.5000,-1.0785,0.0264,9.3432
1,289,49,0,0,31,10,6,21,4.5000,-0.0028,0.5737,10.0982
1,290,49,1,0,24,9,4,21,4.5000,-0.0028,0.5737,10.0982
1,291,49,1,0,36,14,4,21,4.5000,-0.0028,0.5737,10.0982
1,292,49,0,1,33,9,5,21,4.5000,-0.0028,0.5737,10.0982
1,293,49,0,1,31,15,7,21,4.5000,-0.0028,0.5737,10.0982
1,294,49,0,1,27,6,5,21,4.5000,-0.0028,0.5737,10.0982
1,295,50,1,0,27,9,5,22,3,-0.6295,-0.3239,9.6967
1,296,50,999,0,28,8,999,22,3,-0.6295,-0.3239,9.6967
1,297,50,0,0,27.8834,13,4,22,3,-0.6295,-0.3239,9.6967
1,298,50,0,0,28,14,4,22,3,-0.6295,-0.3239,9.6967
1,299,50,0,1,34,13,6,22,3,-0.6295,-0.3239,9.6967
1,300,50,1,0,27,8,3,22,3,-0.6295,-0.3239,9.6967
1,301,51,0,0,28,12,6,26,7.7196,-0.2205,-0.2098,11.0112
1,302,51,0,1,42.1522,17,6,26,7.7196,-0.2205,-0.2098,11.0112
1,303,51,0,0,35,13,6,26,7.7196,-0.2205,-0.2098,11.0112
1,304,51,0,1,40.4426,17,6,26,7.7196,-0.2205,-0.2098,11.0112
1,305,51,0,1,23,5,5,26,7.7196,-0.2205,-0.2098,11.0112
1,306,51,0,1,32.5903,11,4,26,7.7196,-0.2205,-0.2098,11.0112
1,307,52,0,1,32,8,5,19,5.5000,-0.5697,-0.9408,10.0580
1,308,52,0,0,27.6481,10,4,19,5.5000,-0.5697,-0.9408,10.0580
1,309,52,1,1,35.1990,13,6,19,5.5000,-0.5697,-0.9408,10.0580
1,310,52,0,1,28,8,4,19,5.5000,-0.5697,-0.9408,10.0580
1,311,52,0,0,31,9,4,19,5.5000,-0.5697,-0.9408,10.0580
1,312,52,1,1,37,9,4,19,5.5000,-0.5697,-0.9408,10.0580
1,313,53,0,1,27,7,3,21,3.5000,-0.2279,-0.1968,8.2238
1,314,53,0,0,29.2404,10,4,21,3.5000,-0.2279,-0.1968,8.2238
1,315,53,999,0,25.0277,8,1,21,3.5000,-0.2279,-0.1968,8.2238
1,316,53,0,0,32,9,4,21,3.5000,-0.2279,-0.1968,8.2238
1,317,53,0,0,29,10,5,21,3.5000,-0.2279,-0.1968,8.2238
1,318,53,0,0,29,8,4,21,3.5000,-0.2279,-0.1968,8.2238
1,319,54,0,1,30,16,5,21,6.5000,-1.8047,-0.8868,10.0034
1,320,54,1,1,33.6313,13,3,21,6.5000,-1.8047,-0.8868,10.0034
1,321,54,0,1,24,10,5,21,6.5000,-1.8047,-0.8868,10.0034
1,322,54,0,1,33,12,5,21,6.5000,-1.8047,-0.8868,10.0034
1,323,54,0,1,24.1121,17,5,21,6.5000,-1.8047,-0.8868,10.0034
1,324,54,0,1,27,15,4,21,6.5000,-1.8047,-0.8868,10.0034
1,325,55,0,0,28,7,3,24.7877,6,-0.1345,-0.4961,9.0671
1,326,55,0,0,26,6,2,24.7877,6,-0.1345,-0.4961,9.0671
1,327,55,0,0,27,5,4,24.7877,6,-0.1345,-0.4961,9.0671
1,328,55,0,0,28,10,4,24.7877,6,-0.1345,-0.4961,9.0671
1,329,55,0,0,24,8,4,24.7877,6,-0.1345,-0.4961,9.0671
1,330,55,0,0,27,6,4,24.7877,6,-0.1345,-0.4961,9.0671
1,331,56,0,1,26,10,5,14,5,-0.6814,-0.0362,9.0174
1,332,56,1,0,23,8,2,14,5,-0.6814,-0.0362,9.0174
1,333,56,1,0,19,8,2,14,5,-0.6814,-0.0362,9.0174
1,334,56,999,1,27.9440,11,1,14,5,-0.6814,-0.0362,9.0174
1,335,56,1,0,23,9,2,14,5,-0.6814,-0.0362,9.0174
1,336,56,999,0,27.6247,15,999,14,5,-0.6814,-0.0362,9.0174
1,337,57,0,0,29,12,5,12,3.5000,1.0573,0.0089,10.6040
1,338,57,0,0,26,9,5,12,3.5000,1.0573,0.0089,10.6040
1,339,57,1,1,25,16,3,12,3.5000,1.0573,0.0089,10.6040
1,340,57,0,0,25,11,3,12,3.5000,1.0573,0.0089,10.6040
1,341,57,1,1,27,12,3,12,3.5000,1.0573,0.0089,10.6040
1,342,57,0,0,31,10,2,12,3.5000,1.0573,0.0089,10.6040
1,343,58,0,0,20,8,3,18,5,0.7261,0.0300,9.3167
1,344,58,0,1,29,8,5,18,5,0.7261,0.0300,9.3167
1,345,58,0,0,33,9,5,18,5,0.7261,0.0300,9.3167
1,346,58,0,1,32,13,5,18,5,0.7261,0.0300,9.3167
1,347,58,1,0,28,7,2,18,5,0.7261,0.0300,9.3167
1,348,58,0,0,29,10,4,18,5,0.7261,0.0300,9.3167
1,349,59,0,1,30,11,5,13,3.5000,0.7370,-0.1275,10.4091
1,350,59,0,0,28,7,4,13,3.5000,0.7370,-0.1275,10.4091
1,351,59,0,0,29,13,2,13,3.5000,0.7370,-0.1275,10.4091
1,352,59,0,0,21,9,3,13,3.5000,0.7370,-0.1275,10.4091
1,353,59,1,0,26,10,4,13,3.5000,0.7370,-0.1275,10.4091
1,354,59,999,0,23.6884,6,999,13,3.5000,0.7370,-0.1275,10.4091
1,355,60,1,1,27,6,4,22,6,-2.2372,-0.7378,7.8792
1,356,60,0,1,28,11,6,22,6,-2.2372,-0.7378,7.8792
1,357,60,1,0,27,5,2,22,6,-2.2372,-0.7378,7.8792
1,358,60,0,0,24,8,3,22,6,-2.2372,-0.7378,7.8792
1,359,60,0,1,25,4,3,22,6,-2.2372,-0.7378,7.8792
